"Calu3_mock3" "Calu3_mock2" "Calu3_mock1" "Calu3_SARSCoV2_3" "Calu3_SARSCoV2_2" "Calu3_SARSCoV2_1" "SRR1942929" "SRR1942934" "SRR1942956" "SRR1942957" "SRR1942960" "SRR1942961" "SRR1942989" "SRR1942990"
"ENSG00000011332.19" 8 14 26 6 8 7 35 39 31 44 47 36 25 27
"ENSG00000011347.10" 45 79 172 116 100 164 132 121 40 40 115 78 47 40
"ENSG00000011376.12" 165 291 719 375 178 339 1285 1614 553 557 1230 938 513 560
"ENSG00000011405.13" 394 323 1381 871 440 641 4882 6412 4051 3818 4509 3539 2936 3051
"ENSG00000011422.12" 446 1078 2186 4476 2269 4904 1571 1789 885 955 1507 1166 1273 1441
"ENSG00000011426.11" 2928 3356 10269 3236 1835 2849 18990 24872 6365 5989 18462 14001 6267 6387
"ENSG00000011451.20" 320 633 1401 688 408 762 1594 1308 611 646 1375 1041 687 787
"ENSG00000011454.17" 367 529 1193 899 427 902 2083 2648 1512 1415 1973 1496 1032 1081
"ENSG00000011465.17" 0 1 1 0 0 0 0 2 0 0 4 1 0 0
"ENSG00000011478.12" 264 672 1159 217 134 313 708 693 226 238 635 469 57 73
"ENSG00000011485.15" 851 1630 3482 1225 502 1251 4113 4500 1093 1039 3860 2989 1171 1292
"ENSG00000011523.14" 118 148 502 203 99 198 883 993 258 267 795 622 182 209
"ENSG00000011566.15" 153 176 578 558 271 519 1834 2379 2366 2271 1635 1320 1635 1834
"ENSG00000011590.14" 0 0 0 0 4 2 5 9 2 1 6 9 3 6
"ENSG00000011600.12" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000011638.10" 398 767 1617 1229 756 1329 1323 1706 433 501 1241 983 457 534
"ENSG00000011677.13" 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000012048.23" 379 517 1557 550 281 512 2785 3608 518 528 2687 1988 396 436
"ENSG00000012061.15" 439 891 1970 764 423 763 2343 2494 775 740 2227 1621 527 587
"ENSG00000012124.17" 45 99 242 526 224 446 67 67 78 80 59 48 322 307
"ENSG00000012171.20" 250 722 1253 600 358 739 1105 937 439 486 1030 791 451 478
"ENSG00000012174.12" 302 327 1156 691 383 636 2402 3124 661 634 2383 1853 799 854
"ENSG00000012211.13" 117 167 400 255 156 309 395 414 245 266 330 291 111 158
"ENSG00000012223.13" 0 0 0 0 0 1 0 1 1 1 1 0 0 1
"ENSG00000012232.9" 946 1711 4376 1574 798 1643 4118 4640 1638 1676 3800 3074 1177 1297
"ENSG00000012504.15" 41 57 158 53 32 61 237 280 127 124 208 158 72 81
"ENSG00000012660.14" 1580 1957 5350 2400 1387 2003 9099 12126 3914 3789 8872 6759 1658 1687
"ENSG00000012779.11" 326 566 1357 909 458 1036 865 898 246 237 672 656 79 113
"ENSG00000012817.15" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000012822.16" 111 194 591 297 201 348 827 978 250 219 736 656 96 133
"ENSG00000012963.15" 275 398 1056 351 199 342 1674 2088 492 449 1493 1169 482 488
"ENSG00000012983.11" 351 337 1170 872 501 796 3729 4744 2979 2746 3572 2623 4659 4804
"ENSG00000013016.16" 28 55 157 80 32 87 70 104 35 36 67 56 16 23
"ENSG00000013275.8" 2427 4863 10208 3432 1696 3512 7289 8284 2060 2074 6644 5301 1857 1874
"ENSG00000013288.9" 499 882 2258 1101 486 1186 1445 1502 442 466 1360 1066 190 207
"ENSG00000013293.6" 0 2 3 2 1 4 37 44 10 9 21 22 22 22
"ENSG00000013297.11" 27 48 109 42 19 36 79 121 22 17 86 71 29 31
"ENSG00000013306.16" 2815 6384 12783 3738 2112 4514 8945 8314 2345 2374 7817 5877 1778 2013
"ENSG00000013364.19" 2043 4314 9356 5380 2724 5910 5796 5546 2269 2208 5124 3861 1371 1605
"ENSG00000013374.16" 502 886 1975 3116 1551 2846 2445 3002 1372 1178 2219 1701 683 738
"ENSG00000013375.16" 475 636 1649 817 459 690 1934 2466 657 605 1834 1350 1450 1477
"ENSG00000013392.8" 95 155 314 210 90 222 251 303 124 97 224 168 184 201
"ENSG00000013441.16" 429 641 1548 1928 1188 1897 1454 1905 2697 2529 1336 1033 2589 2571
"ENSG00000013503.10" 106 188 492 240 134 276 681 886 353 363 683 505 298 338
"ENSG00000013523.10" 141 236 747 279 155 287 1013 1277 438 463 942 761 357 400
"ENSG00000013561.18" 279 430 1214 688 353 681 1392 1794 680 627 1304 986 701 801
"ENSG00000013563.14" 613 1167 2801 1253 604 1452 2584 2695 1125 1017 2340 1667 359 371
"ENSG00000013573.17" 494 983 2146 772 432 842 3661 4060 1257 1299 3414 2567 929 1056
"ENSG00000013583.10" 141 313 524 277 198 307 308 399 105 75 309 258 45 41
"ENSG00000013588.8" 6175 10695 24571 24616 13558 25005 34486 42501 8546 8718 31804 25211 4660 4801
"ENSG00000013619.14" 74 158 386 230 107 294 414 430 245 209 352 281 225 291
"ENSG00000013725.14" 6 6 22 4 2 7 10 12 2 2 5 3 0 1
"ENSG00000013810.19" 866 1960 3703 936 477 975 4681 4834 1152 1225 4287 3330 818 898
"ENSG00000014123.10" 208 172 653 603 315 498 1574 2190 821 712 1659 1234 628 650
"ENSG00000014138.9" 330 663 1365 536 234 419 1408 1670 446 321 1205 949 203 219
"ENSG00000014164.7" 228 537 1062 606 305 677 844 772 537 567 727 621 441 487
"ENSG00000014216.15" 2051 4276 9276 4083 1918 4527 5785 5359 1960 1949 5074 3802 1035 1236
"ENSG00000014257.16" 44 72 171 121 88 127 127 187 35 35 138 107 10 12
"ENSG00000014641.20" 1913 3032 6792 2066 1122 1975 7388 9532 1339 1335 6958 5158 860 857
"ENSG00000014824.14" 509 517 1543 663 318 552 3191 3972 893 821 3029 2239 797 829
"ENSG00000014914.21" 159 252 580 398 261 474 684 887 584 571 709 576 312 308
"ENSG00000014919.12" 210 402 972 395 232 418 1704 1962 606 595 1533 1177 450 449
"ENSG00000015133.19" 106 208 539 421 171 419 983 1045 465 538 880 700 316 349
"ENSG00000015153.14" 48 51 116 78 59 91 290 391 211 175 293 210 148 175
"ENSG00000015171.19" 365 409 1219 612 323 563 1985 2701 991 869 1888 1516 1099 1159
"ENSG00000015285.11" 0 1 2 1 0 3 4 2 1 1 9 1 4 2
"ENSG00000015413.9" 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000015475.18" 1021 2111 4054 1455 842 1624 2375 2744 572 566 2366 1678 791 866
"ENSG00000015479.19" 2348 2826 7148 4214 2800 3513 16762 22284 7038 6617 15721 11621 6484 6918
"ENSG00000015520.14" 581 976 2665 757 471 931 2198 2409 1828 1867 2078 1694 675 765
"ENSG00000015532.10" 739 1494 3405 1561 840 1724 3219 2941 906 856 2835 2179 410 452
"ENSG00000015568.13" 117 126 401 153 317 204 84 94 103 206 70 53 51 200
"ENSG00000015592.16" 0 0 0 2 0 2 0 0 1 3 1 1 10 13
"ENSG00000015676.18" 1063 1895 4467 2068 984 2100 4596 5331 1334 1390 4123 3289 1214 1267
"ENSG00000016082.15" 70 124 229 114 60 103 178 233 217 196 162 128 231 237
"ENSG00000016391.11" 321 541 1485 289 185 351 2623 3155 708 700 2504 1962 684 698
"ENSG00000016402.13" 16 21 96 8 10 28 342 407 86 68 328 245 27 29
"ENSG00000016490.16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000016602.9" 6 2 4 3 8 6 5 10 0 1 12 5 2 2
"ENSG00000016864.18" 184 396 772 273 173 288 1339 1646 336 296 1316 1004 240 246
"ENSG00000017260.19" 4150 5820 15957 11610 6458 10369 21128 27065 8059 7749 20025 15388 5979 6373
"ENSG00000017427.16" 2 1 4 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000017483.15" 4 3 10 5 1 6 11 1 9 2 6 3 9 6
"ENSG00000017797.13" 1103 1712 4126 1673 1054 1813 4413 5335 1315 1312 4230 3337 1364 1445
"ENSG00000018189.13" 103 130 321 237 166 252 586 739 298 318 520 428 138 155
"ENSG00000018236.15" 0 2 0 12 1 0 2 0 3 2 1 3 1 0
"ENSG00000018280.17" 1 5 16 10 0 8 22 34 18 22 27 24 10 11
"ENSG00000018408.14" 1906 2560 7416 5235 2843 5198 20048 25122 7473 7045 18813 14444 7271 7417
"ENSG00000018510.16" 607 717 2140 1221 685 1147 4260 5579 1839 1726 4095 3096 1444 1563
"ENSG00000018607.6" 0 0 0 0 0 0 0 0 0 0 1 1 0 0
"ENSG00000018610.14" 270 374 1053 382 171 411 1256 1651 401 352 1170 890 270 300
"ENSG00000018625.15" 0 2 0 3 1 1 0 2 1 1 1 1 4 0
"ENSG00000018699.13" 159 353 731 439 202 391 1087 1340 386 388 938 717 512 504
"ENSG00000018869.16" 11 7 19 9 7 14 27 29 8 15 30 13 11 10
"ENSG00000019102.12" 1 1 1 0 2 2 2 2 0 0 3 6 1 2
"ENSG00000019144.19" 214 381 919 476 251 519 1053 1059 602 580 872 693 386 422
"ENSG00000019169.10" 3 0 0 3 2 2 3 1 1 0 1 0 0 1
"ENSG00000019186.10" 3372 4737 13287 8629 4384 8285 14817 18484 5019 4954 13726 11022 2881 3193
"ENSG00000019485.13" 43 76 172 93 48 105 241 225 158 198 176 151 151 177
"ENSG00000019505.8" 794 1100 2871 1910 1045 1864 4831 6074 2651 2606 4638 3542 1885 2064
"ENSG00000019549.13" 2 2 5 18 2 11 3 9 4 6 5 4 37 37
"ENSG00000019582.15" 9422 20462 43403 18996 9219 20557 12317 13169 1329 1329 10663 8498 494 623
"ENSG00000019991.18" 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"ENSG00000019995.6" 145 240 612 520 269 482 484 644 564 463 496 375 366 352
"ENSG00000020129.16" 244 530 1226 435 233 495 1460 1383 551 553 1336 1042 633 706
"ENSG00000020181.18" 22 23 80 117 43 115 42 42 7 11 45 32 9 10
"ENSG00000020219.9" 0 0 0 1 0 0 1 0 0 0 0 0 0 0
"ENSG00000020256.20" 185 287 675 350 167 388 852 970 295 354 858 619 186 223
"ENSG00000020426.11" 256 378 790 536 266 438 1181 1484 408 350 1112 874 283 323
"ENSG00000020577.14" 109 107 335 619 306 588 579 664 642 601 599 428 461 548
"ENSG00000020633.18" 3 14 20 17 8 21 4 3 3 3 7 3 1 3
"ENSG00000020922.12" 206 288 760 354 228 312 1422 1721 411 335 1322 994 197 224
"ENSG00000021300.14" 1088 2118 5170 1401 709 1443 3335 3817 508 461 3010 2471 285 312
"ENSG00000021355.13" 910 1504 3421 4141 2400 3864 4493 5692 1358 1262 4297 3293 1147 1118
"ENSG00000021461.16" 0 0 0 1 1 0 3 1 4 3 3 3 1 2
"ENSG00000021488.13" 1 10 15 6 10 4 8 14 2 3 3 3 1 4
"ENSG00000021574.12" 129 144 455 253 165 263 1132 1505 490 475 1081 840 453 452
"ENSG00000021645.19" 0 1 4 3 1 8 7 4 1 2 3 3 2 4
"ENSG00000021762.20" 30 40 143 70 38 70 9 12 3 4 12 7 2 1
"ENSG00000021776.11" 142 174 447 264 136 227 1338 1761 599 596 1271 1072 512 558
"ENSG00000021826.17" 5 10 23 7 9 22 58 63 21 21 53 48 33 29
"ENSG00000021852.13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000022267.19" 0 11 28 11 8 23 25 29 7 6 14 17 3 7
"ENSG00000022277.12" 604 1178 2702 1001 573 1090 2852 3294 766 683 2621 1951 1059 1121
"ENSG00000022355.18" 0 0 0 2 0 0 0 0 0 0 1 0 0 0
"ENSG00000022556.16" 930 1607 3804 1288 619 1348 4894 6122 2152 2026 4305 3405 1497 1630
"ENSG00000022567.9" 377 726 1841 880 431 989 1497 1482 576 507 1308 992 327 412
"ENSG00000022840.16" 745 1411 3309 1627 895 1739 3078 3884 1418 1330 2888 2254 2270 2479
"ENSG00000022976.15" 93 148 308 239 120 269 487 604 184 195 489 337 180 220
"ENSG00000023041.11" 333 514 1166 355 252 310 1447 1786 547 493 1467 1004 411 442
"ENSG00000023171.18" 50 63 189 40 20 35 799 1039 251 232 710 576 312 340
"ENSG00000023191.17" 915 2232 4377 1693 880 2047 2508 2216 832 817 2150 1679 467 524
"ENSG00000023228.14" 900 1326 3613 1542 748 1514 4259 5559 1577 1430 4045 3003 1399 1447
"ENSG00000023287.13" 307 328 997 832 468 729 2077 2620 1062 1025 1921 1498 845 853
"ENSG00000023318.8" 425 693 1561 745 443 685 1447 1773 393 356 1406 1075 203 252
"ENSG00000023330.15" 628 1409 3334 1449 829 1584 3592 4381 1222 1243 3096 2554 1118 1150
"ENSG00000023445.15" 628 736 2174 4683 3173 4257 3181 4087 2778 2601 2925 2317 7024 7731
"ENSG00000023516.9" 117 161 420 326 162 286 1827 2376 684 644 1653 1347 686 725
"ENSG00000023572.9" 192 301 589 292 167 246 529 751 159 170 530 418 142 158
"ENSG00000023608.5" 162 211 505 609 314 532 1295 1627 614 520 1184 912 1001 1024
"ENSG00000023697.13" 459 700 1584 790 432 788 1621 2173 619 591 1644 1207 871 848
"ENSG00000023734.11" 1384 2131 4808 2217 1133 1934 6349 7870 2096 1826 5861 4379 2097 2257
"ENSG00000023839.12" 24 51 144 39 20 40 135 132 111 99 128 99 167 157
"ENSG00000023892.11" 197 462 792 402 219 485 195 199 71 63 165 119 34 35
"ENSG00000023902.14" 29 26 89 22 8 31 82 83 45 35 66 52 28 21
"ENSG00000023909.10" 180 278 559 355 177 345 1285 1652 491 423 1169 922 781 766
"ENSG00000024048.10" 352 508 1373 1137 709 1153 2395 3068 2414 2295 2316 1714 1268 1354
"ENSG00000024422.12" 659 1434 3245 1599 851 1914 3676 3707 922 977 3378 2705 394 434
"ENSG00000024526.17" 337 382 1177 377 236 391 2873 3901 879 863 2759 2111 856 833
"ENSG00000024862.17" 92 190 383 289 133 252 301 403 66 68 264 230 50 49
"ENSG00000025039.15" 39 61 120 75 43 93 73 88 60 48 81 52 29 14
"ENSG00000025156.13" 168 235 586 406 219 334 729 977 520 496 684 549 424 417
"ENSG00000025293.17" 417 592 1444 933 468 863 2417 2993 1053 993 2254 1713 787 791
"ENSG00000025423.11" 6 9 19 5 2 5 18 17 3 3 14 13 4 2
"ENSG00000025434.19" 70 157 333 182 91 194 313 361 123 106 294 215 120 121
"ENSG00000025708.14" 291 741 1171 1603 1035 2559 330 256 460 420 229 197 142 167
"ENSG00000025770.19" 583 1357 2681 782 419 901 2870 2750 958 974 2459 1980 844 915
"ENSG00000025772.8" 901 1496 3369 1467 811 1515 3352 4019 1221 1221 3006 2367 1871 1898
"ENSG00000025796.14" 940 1121 3115 1998 1090 1694 5060 6878 1805 1693 4923 3839 1890 1974
"ENSG00000025800.14" 772 1283 2988 1673 933 1542 4365 5561 1651 1680 4186 3080 1282 1263
"ENSG00000026025.16" 6460 13063 26339 7497 4689 8579 18055 20684 7171 7019 16484 12633 4341 4897
"ENSG00000026036.22" 7 39 105 22 7 26 523 446 309 332 524 418 151 155
"ENSG00000026103.22" 68 87 192 226 142 228 275 341 97 100 281 207 28 50
"ENSG00000026297.15" 813 1840 3386 880 744 1463 784 907 138 134 770 611 123 123
"ENSG00000026508.19" 8970 14711 34881 15284 8637 14806 59267 76036 11262 11551 55078 44225 6768 7452
"ENSG00000026559.14" 21 31 57 57 36 58 19 25 12 11 17 17 14 7
"ENSG00000026652.15" 107 188 453 297 146 273 556 666 261 266 507 406 243 264
"ENSG00000026751.17" 22 24 93 56 17 53 40 58 43 49 45 38 169 177
"ENSG00000026950.17" 305 475 1141 1391 662 1295 985 1244 413 422 891 762 136 140
"ENSG00000027001.10" 250 365 896 221 117 238 990 1266 224 181 899 661 243 252
"ENSG00000027075.15" 142 233 565 367 190 377 1010 1254 493 467 911 696 390 406
"ENSG00000027644.5" 0 0 0 0 0 0 0 0 1 0 1 0 0 0
"ENSG00000027697.14" 294 474 1154 1161 727 1144 1300 1750 547 574 1365 1060 612 601
"ENSG00000027847.14" 382 925 1735 649 370 825 1231 1165 428 441 1216 959 372 400
"ENSG00000027869.11" 21 42 94 83 30 84 57 45 13 12 45 31 4 6
"ENSG00000028116.17" 158 156 600 386 253 397 916 1304 374 329 864 662 353 362
"ENSG00000028137.19" 13 45 94 144 68 153 106 93 47 44 91 68 21 24
"ENSG00000028203.18" 985 1194 3568 2535 1388 2265 5510 7051 3100 2910 5234 4021 1991 1989
"ENSG00000028277.21" 36 99 169 205 143 225 73 86 115 124 93 55 89 125
"ENSG00000028310.18" 124 267 621 276 138 273 1288 1543 671 722 1197 938 403 539
"ENSG00000028528.15" 668 1285 2964 1222 648 1145 3413 4158 1150 1120 3083 2435 1287 1334
"ENSG00000028839.10" 234 263 700 315 209 303 776 994 523 509 773 563 504 539
"ENSG00000029153.14" 552 782 2356 1969 1127 1963 3253 4231 2424 2298 2995 2324 2239 2456
"ENSG00000029363.17" 1042 1037 3151 1756 1000 1494 8560 11073 3250 3022 7964 6208 2251 2362
"ENSG00000029364.12" 732 1034 2721 1136 635 1189 4879 6342 1681 1625 4637 3428 1403 1448
"ENSG00000029534.20" 0 2 9 6 2 3 6 2 13 5 8 6 7 4
"ENSG00000029559.7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000029639.11" 99 179 337 164 86 168 493 658 201 165 487 370 170 187
"ENSG00000029725.17" 293 453 1041 619 347 610 1851 2360 989 934 1671 1248 541 592
"ENSG00000029993.15" 878 1482 3225 923 502 901 5276 6969 1058 1025 5110 3805 765 778
"ENSG00000030066.13" 470 631 1842 1104 546 1083 3685 4695 2266 1979 3463 2592 1669 1769
"ENSG00000030110.13" 504 989 2342 1680 900 1774 851 917 450 422 764 534 436 499
"ENSG00000030304.14" 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"ENSG00000030419.16" 75 67 282 184 158 186 755 998 918 905 682 548 362 455
"ENSG00000030582.18" 4719 10915 22495 9208 4802 10901 8375 7485 1891 1814 7372 5592 750 878
"ENSG00000031003.10" 164 204 632 356 193 313 1913 2481 1193 1106 1801 1426 1193 1224
"ENSG00000031081.11" 8 7 41 22 14 35 18 18 15 16 17 17 8 10
"ENSG00000031691.7" 221 236 597 439 311 417 918 1259 282 286 899 658 179 181
"ENSG00000031698.13" 694 1312 3065 2894 1341 2897 3140 3814 1020 964 2797 2189 1138 1128
"ENSG00000031823.14" 296 667 1522 579 309 576 1267 1314 467 420 1227 837 525 570
"ENSG00000032219.19" 146 143 431 371 265 308 1103 1425 1090 949 1071 804 697 774
"ENSG00000032389.12" 306 568 1236 495 255 516 1254 1387 500 477 1162 831 350 364
"ENSG00000032444.16" 308 739 1723 505 303 669 1146 1035 347 318 941 778 135 201
"ENSG00000032742.17" 90 133 318 138 73 110 414 596 188 169 485 341 159 150
"ENSG00000033011.12" 361 779 1551 364 218 417 1535 1818 463 455 1428 1010 527 630
"ENSG00000033030.15" 184 318 810 853 437 759 1232 1582 825 814 1169 912 543 513
"ENSG00000033050.9" 349 694 1703 660 292 693 1903 2343 586 544 1834 1406 1081 1066
"ENSG00000033100.16" 557 1120 2598 906 453 1156 2091 1998 778 770 1886 1371 749 886
"ENSG00000033122.20" 1 0 3 0 0 1 10 22 5 4 20 8 5 10
"ENSG00000033170.17" 772 1208 3195 1473 924 1674 5338 6942 2193 2162 5195 3892 1242 1360
"ENSG00000033178.13" 358 304 1189 1181 573 998 2843 3848 1671 1626 2825 2255 944 994
"ENSG00000033327.13" 124 185 568 581 269 643 616 732 338 326 594 470 191 207
"ENSG00000033627.16" 655 1333 2910 1481 817 1484 3576 4374 1363 1355 3265 2578 1022 1085
"ENSG00000033800.13" 414 523 1302 1019 612 917 2223 2840 1202 1274 2051 1636 759 792
"ENSG00000033867.16" 243 229 960 502 309 416 4621 6218 2037 1862 4543 3565 1045 1133
"ENSG00000034053.14" 0 1 0 3 2 1 1 3 0 2 2 1 0 1
"ENSG00000034152.19" 611 1363 2756 2144 1095 2454 4053 4275 1579 1636 3682 2857 1830 1822
"ENSG00000034239.11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000034510.6" 7877 17965 34519 16587 8738 17575 21868 25343 5388 5377 19777 16189 1471 1658
"ENSG00000034533.11" 124 190 500 180 113 190 619 654 319 278 512 368 209 211
"ENSG00000034677.13" 329 407 1201 1285 754 1268 1821 2400 955 935 1696 1412 820 914
"ENSG00000034693.15" 130 216 468 228 88 194 767 965 193 166 708 518 267 274
"ENSG00000034713.8" 648 1225 2547 1704 1053 1712 2524 3236 761 707 2417 1881 395 480
"ENSG00000034971.17" 0 0 0 0 0 0 1 0 0 1 0 0 0 1
"ENSG00000035115.22" 472 688 1875 1025 588 1056 2899 3772 560 616 2923 2212 408 456
"ENSG00000035141.8" 482 774 1819 842 439 723 2199 2814 726 609 2097 1585 706 672
"ENSG00000035403.17" 3621 5181 15512 7884 4142 7853 26136 32910 11318 11242 24944 19880 6069 6532
"ENSG00000035499.13" 382 529 1365 397 218 334 4791 6326 1692 1582 4543 3358 1211 1191
"ENSG00000035664.11" 12 9 38 22 11 26 35 40 21 34 48 35 30 40
"ENSG00000035681.9" 98 140 427 243 110 184 573 758 275 238 574 399 325 350
"ENSG00000035687.10" 735 983 2608 1033 599 1059 3371 4065 1124 1001 3135 2296 604 640
"ENSG00000035720.8" 0 0 1 0 0 1 0 1 0 1 1 0 0 0
"ENSG00000035862.12" 2797 4614 11033 6178 3187 6316 13295 15461 2415 2512 12074 9805 1100 1321
"ENSG00000035928.16" 477 611 1438 916 511 830 2655 3453 1015 994 2507 1890 890 984
"ENSG00000036054.13" 195 159 629 502 318 458 1278 1614 668 659 1249 920 678 692
"ENSG00000036257.13" 783 1158 2542 1597 946 1520 3531 4658 1802 1800 3231 2676 2079 2218
"ENSG00000036448.10" 0 1 4 4 5 2 0 0 0 0 1 2 0 0
"ENSG00000036473.8" 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"ENSG00000036530.9" 1 2 5 4 9 4 45 49 13 23 36 37 12 20
"ENSG00000036549.13" 282 370 1041 770 424 684 1845 2388 1294 1158 1740 1391 1580 1618
"ENSG00000036565.15" 0 0 0 0 0 1 0 1 0 0 0 0 0 0
"ENSG00000036672.16" 5 17 31 15 4 18 42 34 14 15 23 23 3 6
"ENSG00000036828.16" 107 229 473 94 52 124 756 963 197 236 734 523 178 156
"ENSG00000037042.9" 143 262 515 223 152 289 355 421 216 233 386 291 137 144
"ENSG00000037241.7" 315 563 1192 525 299 506 1165 1396 258 215 1151 878 369 381
"ENSG00000037280.16" 2 1 3 4 1 4 6 10 6 8 8 6 2 5
"ENSG00000037474.15" 712 1216 2870 1457 772 1392 4754 5953 1892 1845 4426 3552 1861 1885
"ENSG00000037637.11" 115 281 609 309 214 370 742 912 419 467 713 579 392 339
"ENSG00000037749.12" 182 161 718 428 223 329 1475 2005 648 596 1373 1063 734 748
"ENSG00000037757.14" 140 288 679 241 148 294 703 845 250 241 690 542 116 94
"ENSG00000037897.17" 135 254 495 179 103 169 535 710 187 195 507 412 276 289
"ENSG00000037965.6" 0 0 0 2 0 0 1 0 1 2 0 1 0 0
"ENSG00000038002.9" 181 264 636 378 182 350 534 727 203 190 534 454 235 252
"ENSG00000038210.14" 174 168 534 357 203 345 1329 1704 606 581 1200 871 381 347
"ENSG00000038219.13" 212 261 826 546 307 550 2000 2822 1384 1424 1992 1601 987 1102
"ENSG00000038274.17" 942 1280 3419 1694 932 1610 3685 5012 1481 1334 3618 2757 722 715
"ENSG00000038295.8" 0 0 1 0 0 1 1 1 3 2 0 0 0 0
"ENSG00000038358.15" 619 1158 2782 1141 536 1244 3029 3048 1335 1223 2811 2106 1526 1736
"ENSG00000038382.20" 691 1021 3469 3602 1715 3671 6003 7208 7323 7541 5766 4465 5729 6138
"ENSG00000038427.16" 1018 1258 4148 930 538 877 18557 23898 5670 5576 17262 13305 6791 7570
"ENSG00000038532.16" 231 469 971 630 320 732 1578 1690 767 727 1413 1117 386 402
"ENSG00000038945.15" 0 1 2 1 2 0 3 1 0 0 0 0 0 1
"ENSG00000039068.19" 3866 6244 16855 11276 5567 10370 27324 34861 11096 11941 26470 21116 3575 3878
"ENSG00000039123.16" 521 679 1888 1125 625 1042 3132 4195 1132 1056 3176 2372 975 1013
"ENSG00000039139.9" 59 83 257 111 81 129 359 471 198 202 344 290 116 117
"ENSG00000039319.17" 247 203 835 464 282 370 2373 3180 1139 979 2245 1721 693 806
"ENSG00000039523.20" 297 683 1435 1286 548 1318 1564 1506 824 935 1331 1102 682 816
"ENSG00000039537.13" 2 8 10 4 0 0 0 1 0 0 1 0 0 0
"ENSG00000039560.14" 544 782 2124 2261 1113 1973 3853 5232 2319 2042 3827 2971 1735 1861
"ENSG00000039600.11" 0 4 3 8 6 6 0 3 8 11 1 1 1 0
"ENSG00000039650.12" 362 834 1766 547 289 590 1732 1517 561 568 1420 1078 316 374
"ENSG00000039987.7" 0 0 0 0 0 0 0 1 1 0 0 1 2 2
"ENSG00000040199.18" 71 127 397 305 157 278 676 885 479 524 614 484 331 401
"ENSG00000040275.17" 335 413 1048 512 254 416 1931 2468 619 579 1760 1401 587 609
"ENSG00000040341.18" 233 274 841 506 248 446 1400 1872 373 378 1334 1007 345 328
"ENSG00000040487.13" 64 158 375 129 65 161 237 257 119 113 219 175 64 101
"ENSG00000040531.15" 43 83 250 56 39 59 376 389 99 102 325 260 82 86
"ENSG00000040608.14" 76 236 425 127 91 204 71 55 49 37 83 49 4 3
"ENSG00000040633.13" 210 427 1083 459 290 514 847 982 754 684 776 629 850 898
"ENSG00000040731.10" 0 0 0 0 0 0 1 3 0 1 4 0 0 0
"ENSG00000040933.15" 178 252 605 364 161 320 874 1098 406 416 814 644 278 250
"ENSG00000041353.10" 584 415 1671 868 576 754 4757 6291 2079 1978 4544 3450 1045 1142
"ENSG00000041357.16" 2360 3852 7937 4167 2527 3952 8183 10525 2394 2153 7751 5889 2912 2898
"ENSG00000041515.16" 0 1 2 1 2 4 4 2 10 7 7 2 6 5
"ENSG00000041802.11" 567 955 2396 1038 493 940 4760 6236 2913 2827 4610 3352 2983 3011
"ENSG00000041880.14" 88 152 355 298 171 330 300 340 120 130 310 257 111 91
"ENSG00000041982.16" 29 29 71 72 26 77 40 44 43 37 23 28 93 100
"ENSG00000041988.15" 57 177 307 259 142 249 128 125 114 106 108 92 107 117
"ENSG00000042062.13" 26 51 112 182 106 211 126 122 102 106 106 80 49 55
"ENSG00000042088.14" 123 233 586 179 114 206 879 1143 179 207 807 642 241 227
"ENSG00000042286.15" 268 629 1214 678 344 720 1245 1354 380 369 1170 871 304 389
"ENSG00000042304.11" 0 2 1 2 0 2 0 2 0 3 1 5 4 7
"ENSG00000042317.17" 35 57 133 77 62 66 167 183 77 75 132 112 40 41
"ENSG00000042429.12" 147 242 580 391 175 345 647 870 494 463 602 422 394 449
"ENSG00000042445.14" 527 898 2088 1047 509 1107 2232 2547 697 638 2092 1573 325 311
"ENSG00000042493.16" 2033 4142 8184 3140 1655 3296 4290 4339 914 821 3904 2931 435 505
"ENSG00000042753.11" 1197 3028 5307 1469 733 1511 2856 3187 695 666 2538 2010 363 367
"ENSG00000042781.14" 0 0 0 2 0 1 5 5 7 2 3 5 8 1
"ENSG00000042813.8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000042832.12" 2 1 3 1 1 1 3 4 3 6 4 4 21 26
"ENSG00000042980.13" 418 673 1794 1237 642 1098 2204 2992 970 1029 2146 1752 350 392
"ENSG00000043039.7" 291 448 954 448 291 434 948 1069 316 305 863 683 268 254
"ENSG00000043093.15" 705 633 2181 1529 898 1227 4813 6035 1801 1720 4523 3310 1158 1250
"ENSG00000043143.20" 433 645 1906 1548 819 1848 2411 2658 998 1064 2166 1634 726 832
"ENSG00000043355.12" 18 33 51 25 16 19 51 59 29 24 40 40 14 14
