SRR1942929	SRR1942934	SRR1942956	SRR1942957	SRR1942960	SRR1942961	SRR1942989	SRR1942990
HERVL_12q24.32b	0	0	0	0	0	0	0	0
HERVL_14q21.2b	0	0	0	0	0	0	0	0
HERVL_1q21.1b	0	0	0	0	0	0	0	0
HERVL_21q21.1d	0	0	0	0	0	0	0	0
HERVL_2q14.3e	0	0	0	0	0	0	0	0
HERVL_2q22.1b	0	0	0	0	0	0	0	0
HERVL_4p15.31d	0	0	0	0	0	0	0	0
HERVL_4q28.3e	0	0	0	0	0	0	0	0
HERVL_Xq25r	0	0	0	0	0	0	0	0
HERVL_Xq25u	0	0	0	0	0	0	0	0
HERVL32_2q31.3	0	1	0	0	0	0	1	0
HERVL32_7q31.2	0	0	0	0	0	0	0	0
HERVL32_Xp11.21	0	0	0	0	0	0	0	1
HERVL40_12q13.2	0	0	0	0	0	0	0	0
HERVL40_13q21.31c	0	0	0	0	0	0	0	0
HERVL40_13q31.1b	0	0	0	0	0	0	0	0
HERVL40_18q22.1e	0	0	0	0	0	0	0	0
HERVL40_1q31.3	0	0	0	0	0	0	0	0
HERVL66_19p12f	0	0	0	0	0	0	0	0
HERVL74_8p22	0	0	0	0	0	0	0	0
HML3_11p11.12b	0	0	0	0	0	0	0	0
HML6_19p12b	0	0	0	0	0	0	0	0
HML6_4q13.3	0	0	0	0	0	0	0	0
HUERSP1_Xq21.1a	0	0	0	0	0	0	0	0
HUERSP1_Xq24	1	2	1	0	0	0	1	0
HUERSP2_3q26.33	0	0	0	0	0	0	0	0
HUERSP2_8q23.2	0	0	0	0	0	0	0	0
HUERSP3_9p23	0	0	0	0	0	0	0	0
L1FLnI_11p12ba	0	0	0	0	0	0	0	0
L1FLnI_12q13.11t	0	0	0	0	0	0	0	0
L1FLnI_15q25.3n	0	0	0	0	0	0	0	0
L1FLnI_16q21ba	0	0	0	0	0	0	0	0
L1FLnI_1p31.1gc	0	0	0	0	0	0	0	0
L1FLnI_1p31.1nc	0	0	0	0	0	0	0	0
L1FLnI_2q24.1g	0	0	0	0	0	0	0	0
L1FLnI_3p22.1ca	0	0	0	0	0	0	0	0
L1FLnI_3q11.2s	0	0	0	0	0	0	0	0
L1FLnI_4p15.1i	0	0	0	0	0	0	0	0
L1FLnI_4p16.1a	0	0	0	0	0	0	0	0
L1FLnI_4q26t	0	0	0	0	0	0	0	0
L1FLnI_5p13.1aa	0	0	0	0	0	0	0	0
L1FLnI_5p14.3n	0	0	0	1	0	0	0	0
L1FLnI_5q11.2ra	0	0	0	0	0	0	0	0
L1FLnI_6q22.31ca	0	0	0	0	0	0	0	0
L1FLnI_8p22j	0	0	0	0	0	0	0	0
L1FLnI_Xp22.12m	0	0	0	0	0	0	0	0
L1FLnI_Xq11.2x	0	0	0	0	0	0	0	0
L1FLnI_Xq13.3qa	0	0	0	0	0	0	0	0
L1FLnI_Xq21.1ib	0	0	0	0	0	0	0	0
L1FLnI_Xq21.33ua	0	0	0	0	0	0	0	0
L1FLnI_Xq27.3o	0	0	0	0	0	0	0	0
LTR23_3q25.2	0	0	0	0	0	0	0	0
LTR25_19p12a	0	0	0	0	0	0	0	0
LTR25_Xq21.1a	0	0	0	0	0	0	0	0
LTR25_Yq11.221b	0	0	0	0	0	0	0	0
LTR25_Yq11.221c	0	0	0	0	0	0	0	0
LTR57_13q33.1	0	0	0	0	0	0	0	0
MER101_15q11.2c	0	0	0	0	0	0	0	0
MER101_15q11.2e	0	0	0	0	0	0	0	0
MER101_3q11.2b	0	0	0	0	0	0	0	0
MER34B_2q32.3	0	0	0	0	0	0	0	0
MER34B_4q26	0	0	0	0	0	0	0	0
MER34B_6q24.2	0	0	0	0	0	0	0	0
MER4_15q21.3	0	0	0	0	1	0	0	0
MER4_1q41a	0	0	0	0	0	0	0	0
MER4_4p15.31b	0	0	0	0	0	0	0	0
MER4_4q22.3	0	0	0	0	0	0	0	0
MER4_6q16.1a	0	0	0	0	0	0	0	1
MER4_6q16.3	0	0	0	0	0	0	0	0
MER4_7q33c	0	0	0	0	0	0	0	0
MER4_Xp22.2a	0	0	0	0	0	0	0	0
MER4_Xq21.1d	0	0	0	0	0	0	0	0
MER4_Xq21.1f	0	0	0	0	0	0	0	0
MER4_Xq21.31o	0	0	0	0	0	0	0	0
MER4_Xq27.2c	0	0	0	0	0	0	0	0
MER41_14q31.1	0	0	0	0	0	0	0	0
MER41_Xq13.2b	0	0	0	0	0	0	0	0
MER4B_14q32.11b	0	0	0	0	0	0	0	0
MER4B_17q11.2	0	0	0	0	0	0	0	0
MER4B_19p13.3	0	0	0	0	0	0	0	0
MER4B_1q42.2	0	0	0	0	0	0	0	0
MER4B_2q31.1	0	0	0	0	0	0	0	0
MER61_11q12.1a	0	0	0	0	0	0	0	0
MER61_2p24.2	0	0	0	0	0	0	0	0
MER61_2q32.1c	0	0	0	0	0	0	0	0
MER61_5q12.1	1	5	6	8	3	1	23	19
MER61_Yp11.2c	0	0	0	0	0	0	0	0
PABLA_7q11.21a	0	0	0	0	0	0	0	0
PABLA_8q23.3	0	0	0	0	0	0	0	0
PABLB_6p21.2	0	0	0	0	0	0	0	0
PRIMA4_Xq21.1b	0	0	0	0	0	0	0	0
PRIMA41_Xq11.1	0	0	0	0	0	0	0	0
ERV316A3_11p15.4f	0	0	0	0	0	0	0	0
ERV316A3_11q24.3b	0	0	0	0	0	0	0	0
ERV316A3_12p11.23c	0	0	0	0	0	1	0	1
ERV316A3_12p12.2b	0	0	0	0	0	0	0	0
ERV316A3_12q21.31a	0	0	0	0	0	0	0	0
ERV316A3_13q13.3a	0	0	0	0	0	0	0	0
ERV316A3_13q13.3d	0	0	0	0	0	0	0	0
ERV316A3_14q21.3a	0	0	0	0	0	0	0	0
ERV316A3_14q31.1a	0	0	0	0	0	0	0	0
ERV316A3_17q24.2b	0	0	0	0	0	0	0	0
ERV316A3_1p31.1e	0	0	0	0	0	0	0	0
ERV316A3_1q31.3a	0	0	0	0	0	0	0	0
ERV316A3_1q31.3c	0	0	0	0	0	0	0	0
ERV316A3_21q21.1g	0	0	0	0	0	0	0	0
ERV316A3_21q21.3a	0	0	0	0	0	0	0	0
ERV316A3_21q22.12b	0	0	0	0	0	0	0	0
ERV316A3_4q24a	0	0	0	0	0	0	0	0
ERV316A3_5q14.3g	0	0	0	0	0	0	0	0
ERV316A3_6p12.3b	0	0	0	0	0	0	0	0
ERV316A3_6q21a	0	0	0	0	0	0	0	0
ERV316A3_7q31.1c	0	0	0	0	0	0	0	0
ERV316A3_7q36.2b	0	0	0	0	0	0	0	0
ERV316A3_8q11.21a	0	0	0	0	0	0	0	0
ERV316A3_8q24.22a	0	0	0	0	0	0	0	0
ERVL_18q22.1a	0	0	0	0	0	0	0	0
ERVL_1p13.2	0	0	0	0	0	0	0	0
ERVL_2p25.2	0	0	0	0	0	0	0	0
ERVL_Xq21.1e	0	0	0	0	0	0	0	0
ERVLB4_10q11.23a	0	0	0	0	0	1	0	0
ERVLB4_12p11.22b	0	0	0	0	0	0	0	0
ERVLB4_1q23.3a	0	0	0	1	0	0	0	0
ERVLB4_20p12.1	0	0	0	0	0	0	0	0
ERVLB4_3p12.3b	0	0	0	0	0	0	0	0
ERVLB4_3q11.2e	0	0	0	0	0	0	0	0
ERVLB4_4p15.31b	0	0	0	0	0	0	0	0
ERVLB4_4p15.31c	0	0	0	0	0	0	0	0
ERVLB4_4q13.1l	0	0	0	0	0	0	0	0
ERVLB4_4q28.3d	0	0	0	0	0	0	0	0
ERVLB4_4q32.3b	0	0	0	0	0	0	0	0
ERVLB4_5p13.2	0	0	0	0	0	0	0	0
ERVLB4_5p14.1b	0	0	0	0	0	0	0	0
ERVLB4_5q34a	0	0	0	0	0	0	0	0
ERVLB4_6p21.33c	0	0	0	0	0	0	0	0
ERVLB4_7p12.1c	0	0	0	1	0	0	0	0
ERVLB4_7p12.3a	0	0	0	0	0	0	0	0
ERVLB4_7p21.3d	0	0	0	0	0	0	0	0
ERVLB4_7q36.1a	0	0	0	0	0	1	0	0
ERVLB4_8p23.2b	0	0	0	0	0	0	0	0
ERVLB4_8q11.21b	0	0	0	0	0	0	0	0
ERVLB4_8q23.1e	0	0	0	0	0	0	0	0
ERVLB4_9q21.33b	0	0	0	0	0	0	0	0
ERVLB4_Xq13.1	0	0	0	0	0	0	0	0
ERVLE_12q21.32d	0	0	0	0	0	0	0	0
ERVLE_13q21.33a	0	0	0	0	0	0	0	0
ERVLE_13q22.3c	0	0	0	0	0	0	0	0
ERVLE_14q32.33b	0	0	0	0	0	0	0	0
ERVLE_15q13.2	0	0	0	0	0	0	0	0
ERVLE_15q13.3c	0	0	0	0	0	0	0	0
ERVLE_15q14c	0	0	0	0	0	0	0	0
ERVLE_15q22.2c	0	0	0	0	1	0	0	0
ERVLE_18q12.1a	0	0	0	0	0	0	0	0
ERVLE_18q12.2b	0	0	0	0	0	0	0	0
ERVLE_18q21.32b	1	0	0	0	1	0	0	0
ERVLE_1p36.13c	0	0	0	0	0	0	0	0
ERVLE_1q23.3b	0	0	0	1	0	1	0	0
ERVLE_1q32.2c	0	0	0	0	0	0	0	0
ERVLE_1q41l	0	0	0	0	0	0	0	0
ERVLE_1q43e	0	0	0	0	0	0	0	0
ERVLE_22q11.22a	0	0	0	0	0	0	0	0
ERVLE_2q14.3i	0	0	0	0	0	0	0	0
ERVLE_2q34h	0	0	0	0	0	0	0	0
ERVLE_4p14b	0	0	0	0	0	0	0	0
ERVLE_4q21.21a	0	0	0	0	0	0	0	0
ERVLE_4q32.1e	0	0	0	0	0	0	0	0
ERVLE_5p15.1c	0	0	0	0	0	0	0	0
ERVLE_5q12.3b	0	0	0	0	0	0	0	0
ERVLE_5q15g	0	0	0	0	0	0	0	0
ERVLE_5q33.2	0	0	0	0	0	0	0	0
ERVLE_6p25.3a	0	0	0	0	0	0	0	0
ERVLE_6q14.1c	0	0	0	0	0	0	0	0
ERVLE_9p13.3c	0	0	0	0	0	0	0	0
ERVLE_9q21.31e	0	0	0	0	0	0	0	0
ERVLE_9q34.3b	0	0	0	0	0	0	0	0
ERVLE_Xp11.4b	0	0	0	0	0	0	0	0
ERVLE_Xp22.13	0	0	0	0	0	0	0	0
ERVLE_Xq21.32a	0	0	0	0	0	0	0	0
ERVLE_Xq25	0	0	0	0	0	0	0	0
HERV4_6q16.3b	0	0	0	0	0	0	0	0
HERV4_7q36.1	0	0	0	0	0	0	0	0
HERVEA_Yp11.2a	0	0	0	0	0	0	0	0
HERVH48_Xq13.3	0	0	0	0	0	0	0	0
HERVIP10F_11q12.3	0	0	0	0	0	0	0	0
HERVL_5p14.1b	0	0	0	0	0	0	0	0
HERVL_Xq25s	0	0	0	0	0	0	0	0
HERVL18_9p23	0	0	0	0	0	0	0	0
HERVL32_1p31.1a	0	0	0	0	0	0	0	0
HERVL40_15q23	0	0	1	0	0	0	0	0
HERVL40_1p11.2	0	0	0	0	0	0	0	0
HERVL40_1p31.1c	0	0	0	0	0	0	0	0
HERVL40_4q28.3d	0	0	0	0	0	0	0	0
HERVL40_5p15.1b	0	0	0	0	0	0	0	0
HERVL40_7q31.1a	0	0	0	0	0	0	0	0
HERVL40_9p24.1b	0	0	0	0	0	0	0	0
HERVL66_19p12h	0	0	0	0	0	0	0	0
HERVL74_15q11.2d	0	0	0	0	0	0	0	0
HERVP71A_2p24.2	0	0	0	0	0	0	0	0
HERVP71A_Xq22.1a	0	0	0	0	0	0	0	0
HUERSP1_15q26.1b	0	0	0	0	0	0	0	0
HUERSP1_4q28.3	0	0	0	0	0	0	0	0
HUERSP1_6q24.3c	0	0	0	0	0	0	0	0
HUERSP3_19p12b	0	0	0	0	0	0	0	0
HUERSP3_Yq11.222c	0	0	0	0	0	0	0	0
HUERSP3B_9p21.2	0	0	0	0	0	0	0	0
L1FLnI_10q21.1r	0	0	0	0	0	0	0	0
L1FLnI_13q21.1w	0	0	0	0	0	0	0	0
L1FLnI_1p13.2a	0	0	0	0	0	0	0	0
L1FLnI_1q41pa	0	0	0	0	0	0	0	0
L1FLnI_2p12x	0	0	0	0	0	0	0	0
L1FLnI_2q31.1k	0	0	0	0	0	0	0	0
L1FLnI_2q32.3m	0	0	0	0	0	0	0	0
L1FLnI_2q34l	0	0	0	0	0	0	0	0
L1FLnI_3q13.31p	0	0	0	0	0	0	0	0
L1FLnI_3q13.32b	0	0	0	0	0	0	0	0
L1FLnI_4q32.1ca	0	0	0	0	0	0	0	0
L1FLnI_4q32.3l	0	0	0	0	0	0	0	0
L1FLnI_6q12sa	0	0	0	0	0	0	0	0
L1FLnI_6q22.31ra	0	0	0	0	0	0	0	0
L1FLnI_7q31.1ua	0	0	1	0	0	1	0	0
L1FLnI_8p23.3f	0	0	0	0	0	0	0	0
L1FLnI_8q24.22i	0	0	0	0	0	0	0	0
L1FLnI_Xq22.1o	0	0	0	0	0	0	0	0
LTR25_9q33.2	0	0	0	0	0	0	0	0
LTR57_10p11.1	0	0	0	0	0	0	0	0
LTR57_1q43	0	0	0	0	0	1	0	1
MER101_18q22.3b	0	0	0	1	0	0	0	0
MER101_2q24.1	0	0	0	0	0	0	0	0
MER101_2q32.3	0	0	0	0	0	0	0	0
MER101_6q14.3	0	0	0	0	0	0	0	0
MER4_14q32.33c	0	0	0	0	0	0	0	0
MER4_21q21.2c	0	0	0	0	0	0	0	0
MER4_4p15.31a	0	0	0	0	0	0	0	0
MER4_4q32.3	0	1	0	0	0	0	0	0
MER4_6p21.31	0	0	0	0	0	0	0	0
MER4_Xq25e	0	0	0	0	0	0	0	0
MER41_11p15.2	0	0	0	0	0	0	0	0
MER41_18q21.1	0	0	0	0	0	0	0	0
MER41_4q13.2b	0	0	0	0	0	0	0	0
MER41_Xp11.21l	0	0	0	0	0	0	0	0
MER4B_Xq12a	0	0	0	0	0	0	0	0
MER4B_Xq21.31f	0	0	0	0	0	0	0	0
MER4B_Xq27.3b	0	0	0	0	0	0	0	0
MER4B_Xq27.3d	0	0	0	0	0	0	0	0
MER4B_Yp11.2e	0	0	0	0	0	0	0	0
MER61_19p12a	0	0	0	0	0	0	0	0
MER61_1p21.1b	0	0	0	0	0	0	0	0
MER61_1p21.1e	0	0	0	0	0	0	0	0
MER61_6q12	0	0	0	0	1	0	0	0
MER61_6q14.1e	0	0	0	0	0	0	0	0
MER61_7p12.3a	0	0	0	0	0	0	0	0
PABLA_Xq21.31a	0	0	0	0	0	0	0	0
PABLB_15q11.2d	0	0	0	0	0	0	0	0
PRIMA41_3q21.3a	0	0	0	0	0	0	0	0
PRIMA41_4q12	0	0	0	0	0	0	0	0
PRIMAX_3q13.33	0	0	1	0	0	0	0	0
ERV316A3_12q21.31e	0	0	0	0	0	0	0	0
ERV316A3_12q22	0	0	0	0	0	0	0	0
ERV316A3_12q23.2b	0	0	0	0	0	0	0	0
ERV316A3_12q24.32c	0	0	0	0	0	0	0	0
ERV316A3_1p31.3c	0	1	0	0	0	0	0	1
ERV316A3_2p11.2a	0	0	0	0	0	0	0	0
ERV316A3_3p24.1	0	0	0	0	0	0	0	0
ERV316A3_4q32.3b	0	0	0	0	0	0	0	0
ERV316A3_8p22a	0	0	1	0	0	0	0	0
ERV316A3_8q21.11b	0	0	0	0	0	0	0	0
ERV316A3_Xq21.32	0	0	0	0	0	0	0	0
ERVL_6q24.1	0	0	0	0	0	0	0	0
ERVL_Xq21.31c	0	0	0	0	0	0	0	0
ERVL_Yp11.2c	0	0	0	0	0	0	0	0
ERVLB4_13q31.1i	0	0	0	0	0	0	0	0
ERVLB4_1q23.3b	0	0	0	0	0	0	0	0
ERVLB4_4q28.3b	0	0	0	0	0	0	0	0
ERVLB4_5q13.3b	0	0	0	0	0	0	0	0
ERVLB4_Xq12a	0	0	0	0	0	0	0	0
ERVLE_11p14.3a	0	0	0	0	0	0	0	0
ERVLE_13q21.1g	0	0	0	0	0	0	0	0
ERVLE_13q31.1i	0	0	0	0	0	0	0	0
ERVLE_13q31.1p	0	0	0	0	0	0	0	0
ERVLE_1q41j	0	0	0	0	0	0	0	0
ERVLE_2p12a	0	0	0	0	0	0	0	0
ERVLE_4q26d	0	0	0	0	0	0	0	0
ERVLE_8p22e	0	0	0	0	0	0	0	0
ERVLE_Xq21.32b	0	0	0	0	0	0	0	0
HERVFRD_Xp21.1	0	0	0	0	1	0	0	0
HERVIP10F_12q24.32	0	0	0	0	0	0	0	0
HERVIP10F_6q14.3	0	0	0	0	0	0	0	0
HERVK14C_Yq11.222a	0	0	0	0	0	0	0	0
HERVK14C_Yq11.222b	0	0	0	0	0	0	0	0
HERVL_4q34.1d	0	0	0	0	0	0	0	0
HERVL_8q22.1d	0	0	0	0	0	0	0	0
HERVL32_11p12b	0	0	0	0	0	0	0	0
HERVL40_5p15.2	0	0	0	0	0	0	0	0
HUERSP2_13q21.2	0	0	0	0	0	0	0	0
HUERSP2_18q21.2	0	0	0	0	0	0	0	0
L1FLnI_7q21.11pa	0	0	0	0	0	0	0	0
L1FLnI_Xq25rb	0	0	0	0	0	0	0	0
LTR19_Yq11.221e	0	0	0	0	0	0	0	0
LTR25_Yq11.23a	0	0	0	0	0	0	0	0
LTR25_Yq11.23p	0	0	0	0	0	0	0	0
MER4_12q12e	0	0	0	0	0	0	0	0
MER4_13q31.1a	0	0	0	0	0	0	0	0
MER41_5q14.3a	0	0	0	0	0	0	0	0
MER41_7q11.21a	0	0	0	0	0	0	0	0
MER41_7q11.21b	0	0	0	0	0	0	0	0
MER4B_Xq21.31d	0	0	0	0	0	0	0	0
MER61_3q24a	0	0	0	0	0	0	0	0
MER61_Xq25e	0	0	0	0	0	0	0	0
PABLB_2p21	0	0	0	0	0	0	0	0
PRIMAX_1q31.1c	0	0	0	0	0	0	0	0
ERV316A3_16q21d	0	0	0	0	0	0	0	0
ERV316A3_1q41e	0	1	0	0	0	0	0	0
ERV316A3_1q42.2a	0	0	0	1	0	1	0	0
ERV316A3_3q24d	0	0	0	0	1	1	0	0
ERV316A3_4p15.1h	0	0	0	0	0	0	0	0
ERV316A3_4q13.2c	0	0	0	0	0	0	0	0
ERV316A3_4q28.3o	0	0	0	0	0	0	0	0
ERV316A3_7q31.32b	0	0	0	0	0	0	0	0
ERVL_6q16.1b	0	0	0	0	0	0	0	0
ERVLB4_13q31.2i	0	0	0	0	0	0	0	0
ERVLB4_15q23b	0	0	0	0	0	0	0	0
ERVLB4_18p11.32c	0	0	0	0	0	0	0	0
ERVLB4_3q26.31c	0	0	0	0	0	0	0	0
ERVLB4_8q21.3a	0	0	0	0	0	0	0	0
ERVLE_1p31.1p	0	0	0	0	0	0	0	0
ERVLE_3q24e	0	0	0	0	0	0	0	0
ERVLE_4q13.2a	0	0	0	0	0	0	0	0
ERVLE_4q31.22a	0	0	0	0	0	0	0	0
ERVLE_Xp11.4a	0	0	0	0	0	0	0	0
HERVFRD_Xq21.31b	0	0	0	0	0	0	0	0
HERVFRD_Yp11.2a	0	0	0	0	0	0	0	0
HERVL_12q14.1c	0	0	0	0	0	0	0	0
HERVL_4p13c	0	0	0	0	0	0	0	0
HERVL_Xq21.33d	0	0	0	0	0	0	0	0
HERVL40_3q13.13a	0	0	0	0	0	0	0	0
HERVL40_7q21.12a	0	0	0	0	0	0	0	0
HUERSP2_4q32.1	0	0	0	0	0	0	0	0
HUERSP2_5q21.2	0	0	0	0	0	0	0	0
L1FLnI_13q21.1r	0	0	0	0	0	0	0	0
L1FLnI_1q23.1g	0	0	0	0	0	0	0	0
L1FLnI_6q11.1ba	0	0	0	0	0	0	0	0
MER4_8q21.13a	0	0	0	0	0	0	0	0
MER4_Yq11.221c	0	0	0	0	0	0	0	0
MER41_11q22.1a	0	0	0	0	0	0	0	0
MER41_2p16.3b	0	0	0	1	0	0	0	0
MER4B_10q23.31b	0	0	0	0	0	0	0	0
MER61_18q12.1a	0	0	0	0	0	0	0	0
ERV316A3_5p14.2c	0	0	0	0	0	0	0	0
ERV316A3_5q21.1c	0	0	0	0	0	0	0	0
ERV316A3_8q24.23g	0	0	0	0	0	0	0	1
ERVL_7p21.2c	0	0	0	0	0	0	0	0
ERVLB4_11q22.1a	0	0	0	0	0	0	0	0
ERVLB4_18q22.2	0	0	0	0	0	0	0	0
ERVLB4_1q43b	1	0	1	0	0	0	0	0
ERVLB4_5p14.1a	0	0	0	0	0	0	0	0
ERVLB4_5q14.3b	0	0	0	0	0	0	0	0
ERVLE_11q24.1b	0	0	0	0	0	0	0	0
ERVLE_1p32.1	0	0	0	0	0	0	0	0
ERVLE_4p15.33	0	0	0	0	0	0	0	0
ERVLE_6q14.1h	0	0	0	0	0	0	0	0
ERVLE_7q11.22g	0	0	0	0	0	0	0	0
ERVLE_7q36.1b	0	0	0	0	0	0	0	0
HERV4_15q11.2	0	0	0	0	0	0	0	0
HERVFRD_Xq21.33d	0	0	0	0	0	0	0	0
HERVL_8q21.13e	1	0	0	0	0	0	0	0
HERVL_Xq21.2c	0	0	0	0	0	0	0	0
L1FLnI_10q21.1aa	0	0	0	0	0	0	0	0
L1FLnI_5q35.1e	0	0	0	0	0	0	1	0
L1FLnI_7q31.1s	0	0	0	0	0	0	0	0
L1FLnI_Xq12ia	0	0	0	0	0	0	0	0
MER101_19q13.42	0	0	0	0	0	0	0	0
MER4_14q12a	0	0	0	0	0	0	0	0
MER4_4q13.3a	0	0	0	0	0	0	0	0
MER41_4q13.1d	0	0	0	0	0	0	0	0
MER41_Xq27.1b	0	0	0	0	0	0	0	0
MER4B_8p12	0	0	0	0	0	0	0	0
MER61_13q21.2	0	0	0	0	0	0	0	0
MER61_2q24.3	0	0	0	0	0	0	0	0
MER61_Xq13.2	0	0	0	0	0	0	0	0
ERV316A3_12q21.32b	0	0	0	0	0	0	0	0
ERV316A3_2q32.1e	0	0	0	0	0	0	0	0
ERV316A3_5q11.2h	0	0	0	0	0	0	0	0
ERV316A3_8q22.1d	0	0	0	0	0	0	0	0
ERVLB4_1q43d	0	0	0	0	0	0	0	0
ERVLB4_2q12.3b	0	0	0	0	0	0	0	0
ERVLB4_4q13.1c	0	0	0	0	0	0	0	0
ERVLB4_5q23.2b	0	0	0	0	0	0	0	0
ERVLE_3q22.2a	0	0	0	0	0	0	0	0
HERVL40_13q14.2	0	0	0	0	0	0	0	0
HERVL40_2q24.1	0	0	0	0	0	0	0	0
HERVL40_5q21.3a	0	0	0	0	0	0	0	0
HUERSP1_2q21.2	0	0	1	0	0	0	0	0
HUERSP2_13q12.11	0	0	0	0	0	0	0	0
HUERSP3_Yq11.222a	0	0	0	0	0	0	0	0
HUERSP3_Yq11.222b	0	0	0	0	0	0	0	0
L1FLnI_13q14.11o	0	0	0	0	0	0	0	0
L1FLnI_5q34t	0	1	0	0	0	1	0	0
L1FLnI_9q31.1s	0	0	0	0	0	0	0	0
L1FLnI_Xq13.3ab	0	0	0	0	0	0	0	0
MER101_3q26.32	0	0	0	0	0	0	0	0
MER34B_4q32.1a	0	0	0	0	0	0	1	0
MER4_7q31.32	0	0	0	0	0	0	0	1
MER41_3q26.1b	0	0	0	0	0	0	0	0
MER41_6p22.1b	0	0	0	0	0	0	0	0
ERV316A3_10q25.1e	0	0	0	0	0	0	0	0
ERV316A3_11q25d	0	0	0	0	0	0	0	0
ERV316A3_12q24.23	0	0	0	0	0	0	0	0
ERV316A3_17q22a	0	0	0	0	0	0	0	0
ERV316A3_2q33.1a	0	0	0	0	0	0	0	0
ERV316A3_3p21.1c	0	0	0	0	0	0	0	0
ERV316A3_3q24a	0	0	0	0	0	0	0	0
ERV316A3_3q26.1h	0	0	0	0	0	0	0	0
ERV316A3_4p16.1a	0	0	0	0	0	0	0	0
ERV316A3_4q26f	0	0	0	0	0	0	0	0
ERV316A3_5p14.3c	0	0	0	0	0	0	0	0
ERV316A3_5p14.3j	0	0	0	0	0	0	0	0
ERV316A3_5q23.3b	0	0	0	0	0	0	0	0
ERV316A3_6p22.3b	0	0	0	0	0	0	0	0
ERV316A3_8p21.2a	0	1	0	0	0	0	0	1
ERV316A3_8q13.1a	0	0	0	0	0	0	0	0
ERV316A3_8q24.13a	0	0	0	0	0	0	0	0
ERV316A3_Xp21.3f	0	0	0	0	0	0	0	0
ERV316A3_Xq22.3a	0	0	0	0	0	0	0	0
ERVL_13q21.1b	0	0	0	0	0	0	0	0
ERVL_15q26.1	0	0	0	0	0	0	0	0
ERVLB4_10p13b	0	0	0	0	0	0	0	0
ERVLB4_13q21.33b	0	0	0	0	0	0	0	0
ERVLB4_15q11.2e	0	0	0	0	0	0	0	0
ERVLB4_2q14.3c	0	0	0	0	0	0	0	0
ERVLB4_3q11.2d	0	0	0	0	0	0	0	0
ERVLB4_4q22.3b	0	0	0	0	0	0	0	0
ERVLB4_Xq21.31e	0	0	0	0	0	0	0	0
ERVLB4_Xq21.32	0	0	0	0	0	0	0	0
ERVLB4_Xq26.3h	0	0	0	0	0	0	0	0
ERVLB4_Xq26.3i	0	0	0	0	0	0	0	0
ERVLB4_Yp11.2a	0	0	0	0	0	0	0	0
ERVLE_11p11.2d	0	0	0	0	0	0	0	0
ERVLE_13q21.1a	0	0	0	0	0	0	0	0
ERVLE_14q31.1b	0	0	0	0	0	0	0	0
ERVLE_18q12.3a	0	0	0	0	0	0	0	0
ERVLE_1q23.1g	0	0	0	0	0	0	0	0
ERVLE_20q11.21	0	0	0	0	0	0	0	0
ERVLE_21q22.11d	0	0	0	0	0	0	0	0
ERVLE_22q12.3b	0	0	0	0	0	0	0	0
ERVLE_4q26c	0	0	0	0	0	0	0	0
ERVLE_4q32.2h	0	0	0	0	0	0	0	0
ERVLE_4q34.3l	0	0	0	0	0	1	0	0
ERVLE_5q22.3d	0	0	0	0	0	0	0	0
ERVLE_6q25.2d	0	0	0	0	0	0	0	0
ERVLE_7p12.1a	0	0	0	0	0	0	0	0
ERVLE_7q32.2b	0	0	0	0	0	0	0	0
ERVLE_8q24.23d	0	0	0	0	0	0	0	0
ERVLE_Xp22.32a	0	0	0	0	0	0	0	0
HERV3_19p13.12	1	3	2	2	2	5	0	0
HERVFH19_16q24.1	0	0	0	0	0	0	0	0
HERVL_8p22a	0	0	0	0	0	0	0	0
HERVL40_10p12.31c	0	0	0	0	0	0	0	0
HERVL40_13q21.31e	0	0	0	0	0	0	0	0
HERVL40_4q26d	0	0	0	0	0	0	0	0
HERVL40_4q34.3	0	0	0	0	0	0	0	0
HERVL40_5q14.3a	0	0	0	0	0	0	0	0
HERVL40_6q16.1a	0	0	0	0	0	0	0	0
HERVL40_6q16.1d	0	0	0	0	0	0	0	0
HERVP71A_2p12	0	0	0	0	0	0	0	0
HML5_14q32.33a	1	0	0	0	0	0	0	0
HML5_19p12f	0	0	0	0	0	0	0	0
HML5_Yp11.2c	0	0	0	0	0	0	0	0
HUERSP1_4q13.1	0	0	0	0	0	0	0	0
HUERSP3_19q13.11	1	0	0	0	0	1	0	0
HUERSP3_8q21.3	0	0	0	0	0	0	0	0
HUERSP3_Xp21.3	0	0	0	0	0	0	0	0
HUERSP3B_2p25.3b	0	0	0	0	0	0	0	0
HUERSP3B_Xp21.3a	0	0	0	0	0	0	0	0
L1FLnI_11q25h	0	0	0	0	0	0	0	0
L1FLnI_12p12.1s	0	0	0	0	0	0	0	0
L1FLnI_18q12.1j	0	0	0	0	0	0	0	0
L1FLnI_19q12k	0	0	0	0	0	0	0	0
L1FLnI_3p12.1d	1	0	1	0	0	0	0	0
L1FLnI_4q25ia	0	0	0	0	0	1	0	0
L1FLnI_5q34fa	0	0	0	0	0	0	0	0
L1FLnI_Xq21.1dd	0	0	0	0	0	0	0	0
L1FLnI_Yp11.2jb	0	0	0	0	0	0	0	0
L1FLnI_Yq11.223fa	0	0	0	0	0	0	0	0
LTR23_15q13.3b	0	0	0	0	0	0	0	0
LTR46_4q32.2	0	0	0	0	0	0	0	0
