mock1_13	mock2_14	wt1_15	wt2_16	CoV_A549_mock3	CoV_A549_mock2	CoV_A549_mock1	CoV_A549_SARSCoV2_3	CoV_A549_SARSCoV2_2	CoV_A549_SARSCoV2_1
L1FLnI_20p12.3g	0	0	2	0	0	0	1	0	0	0
L1FLnI_20p12.3i	0	0	0	0	0	0	0	0	0	0
L1FLnI_20p12.3k	0	0	0	0	0	0	0	0	0	0
L1FLnI_20p12.3m	0	0	0	0	0	0	0	0	0	0
L1FLnI_20p12.3n	0	0	1	0	0	2	0	1	1	0
L1FLnI_20p13a	0	0	1	0	0	0	0	0	0	1
L1FLnI_20p13c	0	0	0	0	0	0	0	0	0	0
L1FLnI_20p13d	0	0	0	0	0	0	0	0	0	0
L1FLnI_20p13e	0	0	2	0	0	0	0	0	0	0
L1FLnI_20p13f	0	0	0	0	0	0	0	0	0	0
L1FLnI_20p13g	0	0	0	0	0	0	0	0	0	2
L1FLnI_20p13h	0	0	1	0	1	0	1	0	0	0
L1FLnI_20p13i	0	0	0	1	3	2	2	0	0	2
L1FLnI_20p13j	0	0	0	0	0	0	2	1	2	6
L1FLnI_20p13l	0	0	1	0	0	1	1	0	0	0
L1FLnI_20p13m	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.1a	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.1c	0	0	1	0	0	0	0	0	0	0
L1FLnI_20q11.1d	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.1e	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.1f	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.1g	0	0	0	0	0	0	0	0	0	1
L1FLnI_20q11.1h	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.1i	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.1j	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.21a	0	0	1	0	0	0	0	0	1	0
L1FLnI_20q11.21b	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.21d	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.21e	0	0	0	0	0	0	0	0	0	1
L1FLnI_20q11.21f	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.21g	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.21h	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q11.22	1	6	1	2	30	22	16	11	9	30
L1FLnI_20q12a	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q12b	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q12d	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q12e	0	0	0	0	0	0	1	0	1	1
L1FLnI_20q12f	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q12g	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q12h	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.12a	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.12b	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.12d	4	5	5	1	16	19	10	33	33	41
L1FLnI_20q13.12e	0	0	0	0	0	0	1	1	1	0
L1FLnI_20q13.12f	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.12g	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.12h	0	0	0	0	1	0	0	0	3	3
L1FLnI_20q13.13	8	21	24	6	29	32	43	39	48	89
L1FLnI_20q13.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2b	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2c	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2d	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2f	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2g	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2h	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2i	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2j	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2k	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2l	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2m	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.2n	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.32	0	0	0	0	0	0	0	0	0	0
L1FLnI_20q13.33a	0	0	1	0	0	1	0	0	0	1
L1FLnI_20q13.33b	0	0	0	0	0	0	0	0	0	0
L1FLnI_21p11.2a	0	0	1	0	0	0	0	0	0	0
L1FLnI_21p11.2f	0	0	0	0	0	0	0	0	0	0
L1FLnI_21p11.2g	0	0	0	0	0	0	0	0	0	0
L1FLnI_21p11.2h	0	0	0	0	0	0	0	0	0	0
L1FLnI_21p11.2i	0	0	0	0	0	0	0	0	0	0
L1FLnI_21p11.2j	0	0	0	0	0	0	0	0	0	0
L1FLnI_21p11.2k	0	0	0	0	0	0	0	0	0	0
L1FLnI_21p11.2m	0	0	0	0	0	0	0	1	0	0
L1FLnI_21p11.2n	0	0	0	0	0	0	0	0	0	0
L1FLnI_21p11.2o	0	0	0	0	0	0	0	0	0	0
L1FLnI_21p11.2q	0	0	0	0	0	0	0	0	0	0
L1FLnI_21p12a	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q11.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q11.2c	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q11.2d	1	0	1	0	0	0	1	0	0	0
L1FLnI_21q11.2e	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q11.2g	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q11.2h	0	0	1	0	0	0	0	0	1	0
L1FLnI_21q11.2j	1	0	0	0	2	2	2	1	0	0
L1FLnI_21q11.2k	0	0	0	0	1	2	0	0	0	1
L1FLnI_21q11.2l	0	0	0	0	1	0	0	1	0	0
L1FLnI_21q11.2m	0	0	0	1	0	0	1	0	3	0
L1FLnI_21q21.1b	4	7	4	3	6	12	11	5	14	25
L1FLnI_21q21.1ba	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1ca	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1d	0	0	0	0	0	0	2	0	0	0
L1FLnI_21q21.1e	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1ea	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1f	0	0	1	0	0	0	0	0	1	0
L1FLnI_21q21.1fa	0	0	0	0	0	0	0	0	1	0
L1FLnI_21q21.1g	0	0	1	0	0	0	0	0	0	0
L1FLnI_21q21.1ga	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1j	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1k	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1l	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1m	1	0	0	0	1	1	1	0	0	0
L1FLnI_21q21.1n	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1o	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1p	0	1	1	0	0	0	0	0	0	0
L1FLnI_21q21.1q	0	1	0	0	0	0	0	0	0	0
L1FLnI_21q21.1s	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1t	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1v	0	0	0	0	0	0	0	1	0	0
L1FLnI_21q21.1w	0	0	0	3	0	0	0	0	0	0
L1FLnI_21q21.1x	0	0	1	0	0	0	0	0	0	0
L1FLnI_21q21.1y	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.1z	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.2d	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.2f	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.2g	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.3b	0	0	0	0	0	0	0	1	1	4
L1FLnI_21q21.3c	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.3d	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.3f	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.3g	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q21.3h	0	0	1	0	0	0	0	0	0	0
L1FLnI_21q21.3i	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q22.11a	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q22.11d	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q22.12	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q22.13a	0	0	0	0	0	0	0	1	0	1
L1FLnI_21q22.13b	2	4	0	0	5	5	3	8	11	8
L1FLnI_21q22.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q22.2b	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q22.2c	0	0	0	0	0	0	0	0	0	0
L1FLnI_21q22.3a	0	5	0	0	0	0	0	0	0	1
L1FLnI_21q22.3b	8	14	8	3	60	44	29	48	55	132
L1FLnI_22p11.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2b	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2c	0	0	1	0	0	0	0	0	0	0
L1FLnI_22p11.2d	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2e	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2f	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2g	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2h	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2i	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2k	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2l	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2m	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2n	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2o	0	0	0	0	0	0	0	0	0	0
L1FLnI_22p11.2q	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.1a	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.1b	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.1c	1	28	0	0	79	85	76	0	6	2
L1FLnI_22q11.1d	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.1e	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.1f	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.1h	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.1i	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.1j	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.1k	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.1l	0	0	4	0	1	0	0	0	0	0
L1FLnI_22q11.1m	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.1n	0	0	0	1	1	2	1	2	1	0
L1FLnI_22q11.22a	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.22b	1	6	4	0	1	0	1	0	2	6
L1FLnI_22q11.22d	0	0	2	0	1	2	0	0	2	1
L1FLnI_22q11.22e	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q11.22f	0	1	0	0	0	0	2	0	0	0
L1FLnI_22q11.23a	0	0	1	0	3	8	2	3	4	15
L1FLnI_22q11.23b	4	9	10	3	17	24	19	13	18	42
L1FLnI_22q12.1b	0	0	0	0	0	0	0	0	1	2
L1FLnI_22q12.1c	5	9	7	3	25	26	26	47	32	46
L1FLnI_22q12.1d	0	0	0	0	0	0	1	0	0	0
L1FLnI_22q12.1e	0	0	0	0	0	0	0	0	4	0
L1FLnI_22q12.1f	0	0	0	0	0	0	0	2	1	2
L1FLnI_22q12.1g	0	0	0	0	0	0	0	0	0	2
L1FLnI_22q12.1h	0	0	1	0	0	1	1	0	1	2
L1FLnI_22q12.3a	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q12.3b	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q12.3c	0	0	0	0	2	1	0	0	0	1
L1FLnI_22q12.3e	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q12.3f	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q12.3g	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q12.3h	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q12.3i	0	0	0	0	0	0	0	0	0	0
L1FLnI_22q12.3j	0	0	1	0	0	0	0	0	1	2
L1FLnI_22q13.31a	2	2	1	0	3	4	3	0	3	3
L1FLnI_22q13.31b	0	0	0	0	0	1	0	0	0	1
L1FLnI_2p11.1a	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p11.1b	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p11.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p11.2d	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p11.2e	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p11.2f	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p11.2h	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p11.2i	0	0	0	0	0	0	0	0	0	1
L1FLnI_2p11.2k	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p11.2l	0	0	0	0	0	0	0	0	0	4
L1FLnI_2p11.2m	0	0	0	0	0	0	0	0	1	0
L1FLnI_2p11.2n	0	0	0	0	0	0	3	0	2	0
L1FLnI_2p11.2p	0	0	4	0	1	2	0	1	1	0
L1FLnI_2p11.2q	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p11.2s	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12a	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12aa	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12b	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12ca	0	0	3	0	0	0	0	0	0	0
L1FLnI_2p12cb	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12d	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12da	0	0	0	1	0	0	0	0	0	0
L1FLnI_2p12db	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12e	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12ea	0	0	0	0	0	0	0	1	0	0
L1FLnI_2p12f	0	0	2	0	0	0	0	0	0	0
L1FLnI_2p12fa	0	0	0	0	0	0	0	0	1	2
L1FLnI_2p12h	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p12ha	0	0	0	0	0	0	0	1	0	0
L1FLnI_2p12ia	0	0	0	0	0	0	0	0	0	2
L1FLnI_2p12j	0	1	0	0	0	0	0	0	0	0
L1FLnI_2p12k	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12l	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12m	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12ma	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12n	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p12na	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p12o	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12p	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12qa	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12r	1	0	0	0	0	0	0	0	0	0
L1FLnI_2p12ra	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12s	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12sa	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12ta	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12ua	0	0	0	1	0	0	0	0	0	0
L1FLnI_2p12wa	0	0	1	1	0	0	0	0	0	0
L1FLnI_2p12y	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12ya	0	0	0	0	0	0	0	0	2	0
L1FLnI_2p12z	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p12za	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p13.1a	1	6	5	2	12	11	15	20	27	71
L1FLnI_2p13.1b	0	0	0	0	0	0	0	0	2	0
L1FLnI_2p13.1c	0	0	6	3	3	3	0	5	10	6
L1FLnI_2p13.1d	0	0	0	0	0	0	0	0	0	1
L1FLnI_2p13.1f	1	0	4	1	2	5	6	2	2	7
L1FLnI_2p13.2a	3	4	11	2	21	8	18	18	41	66
L1FLnI_2p13.2b	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p13.2c	0	0	0	1	0	2	0	0	1	1
L1FLnI_2p13.2d	0	0	0	0	0	0	4	1	1	0
L1FLnI_2p13.2e	0	0	0	0	0	1	0	0	0	0
L1FLnI_2p13.2f	0	1	0	0	2	4	2	0	3	6
L1FLnI_2p13.2g	0	0	1	0	1	0	2	0	3	2
L1FLnI_2p13.2h	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p13.3a	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p13.3b	0	0	0	1	0	0	0	0	1	2
L1FLnI_2p13.3c	0	0	0	0	0	0	0	0	1	2
L1FLnI_2p13.3d	0	0	2	0	0	0	0	0	0	0
L1FLnI_2p13.3e	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p13.3f	0	0	0	0	0	0	0	0	0	2
L1FLnI_2p14a	0	0	1	0	1	1	2	2	2	4
L1FLnI_2p14c	0	0	0	0	0	0	0	0	1	0
L1FLnI_2p14d	0	0	2	0	0	0	0	0	0	0
L1FLnI_2p14e	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p14f	0	0	0	0	0	0	0	0	0	3
L1FLnI_2p14g	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p14h	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p14i	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p14j	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p14k	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p14l	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p14m	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p14n	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p14o	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p14r	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p14s	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p14u	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p14v	0	0	0	0	0	0	0	0	1	0
L1FLnI_2p14w	2	0	0	0	5	2	2	1	10	2
L1FLnI_2p14x	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p15a	0	2	11	0	4	2	3	5	4	8
L1FLnI_2p15b	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p15c	0	0	0	0	0	0	1	0	0	0
L1FLnI_2p15d	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p15e	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p15f	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p15g	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p15h	0	0	0	0	2	1	0	0	1	1
L1FLnI_2p15i	0	1	0	1	2	3	1	4	13	5
L1FLnI_2p15j	0	0	0	0	1	0	0	0	0	0
L1FLnI_2p15l	0	0	0	0	0	1	0	0	3	0
L1FLnI_2p15n	0	0	0	0	1	1	0	2	0	2
L1FLnI_2p15o	1	4	4	2	1	3	1	4	3	5
L1FLnI_2p15p	0	0	0	0	1	0	0	0	0	1
L1FLnI_2p16.1a	1	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1aa	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1b	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1ba	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1c	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1ca	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p16.1da	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1e	0	0	0	0	1	0	0	2	2	1
L1FLnI_2p16.1ea	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1f	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1fa	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p16.1g	0	0	2	0	0	0	0	0	0	0
L1FLnI_2p16.1ga	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1h	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1ha	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1ia	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1j	0	0	0	0	0	0	0	2	0	0
L1FLnI_2p16.1ja	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1k	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1ka	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1l	0	0	1	0	0	0	0	0	0	3
L1FLnI_2p16.1la	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1n	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1o	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1p	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1r	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1s	0	0	0	0	0	0	0	0	2	1
L1FLnI_2p16.1t	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.1u	1	0	0	0	2	0	0	0	2	0
L1FLnI_2p16.1x	6	7	9	3	39	24	46	17	34	56
L1FLnI_2p16.1y	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.2b	0	0	0	0	0	0	0	0	2	0
L1FLnI_2p16.2e	0	0	0	0	0	1	0	0	3	4
L1FLnI_2p16.2f	0	1	0	0	0	1	0	0	0	2
L1FLnI_2p16.2g	1	3	0	4	4	8	3	4	21	14
L1FLnI_2p16.3a	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3aa	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3b	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3c	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p16.3d	0	0	2	0	0	0	0	0	0	0
L1FLnI_2p16.3f	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3g	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p16.3h	0	0	0	0	0	0	0	0	1	0
L1FLnI_2p16.3i	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3j	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p16.3l	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3m	0	0	0	0	0	0	0	0	0	1
L1FLnI_2p16.3n	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p16.3o	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3p	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3s	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3t	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3u	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3v	1	0	1	0	0	0	0	0	1	0
L1FLnI_2p16.3x	0	0	0	0	0	0	0	2	0	0
L1FLnI_2p16.3y	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p16.3z	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p21a	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p21b	9	31	17	2	60	65	65	44	49	80
L1FLnI_2p21c	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p21d	0	0	9	2	1	1	2	2	2	2
L1FLnI_2p21e	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p21f	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p21g	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p21h	0	0	0	0	0	0	2	0	0	0
L1FLnI_2p22.1a	0	0	0	0	1	0	0	0	0	1
L1FLnI_2p22.1c	0	0	0	1	0	0	0	0	1	0
L1FLnI_2p22.1d	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.1e	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.1g	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.1i	0	0	0	0	0	0	1	0	0	0
L1FLnI_2p22.2a	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.2b	0	0	0	1	0	0	0	2	0	2
L1FLnI_2p22.2c	0	0	1	0	0	0	0	0	0	0
L1FLnI_2p22.2d	1	0	0	0	3	2	1	2	2	3
L1FLnI_2p22.2e	0	0	0	0	0	2	0	0	0	0
L1FLnI_2p22.2f	0	2	0	0	3	1	3	0	1	2
L1FLnI_2p22.2g	0	1	0	0	0	0	0	1	3	3
L1FLnI_2p22.3a	0	0	1	0	0	0	0	3	1	4
L1FLnI_2p22.3b	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.3c	0	0	0	0	0	0	1	0	0	0
L1FLnI_2p22.3d	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.3e	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.3f	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.3g	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.3i	0	0	1	0	1	0	0	0	0	0
L1FLnI_2p22.3j	0	0	1	0	0	0	0	0	1	0
L1FLnI_2p22.3k	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.3l	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.3m	0	0	0	1	0	0	0	1	0	0
L1FLnI_2p22.3n	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.3u	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.3v	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p22.3w	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p23.1a	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p23.1b	0	0	0	1	0	0	0	0	0	0
L1FLnI_2p23.1c	15	23	15	8	101	80	63	104	82	153
L1FLnI_2p23.1d	0	0	0	0	1	1	4	2	0	2
L1FLnI_2p23.1e	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p23.1f	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p23.1g	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p23.1h	0	0	0	0	0	2	0	1	0	0
L1FLnI_2p23.1i	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p23.1j	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p23.1k	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p23.1l	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p23.2a	0	2	0	2	1	4	6	3	8	11
L1FLnI_2p23.3a	5	4	5	1	3	10	11	10	24	27
L1FLnI_2p23.3b	0	0	6	0	2	0	0	2	0	0
L1FLnI_2p23.3c	0	0	0	0	0	1	0	2	3	4
L1FLnI_2p23.3d	1	0	3	1	8	8	9	13	3	9
L1FLnI_2p24.1a	0	4	3	0	3	4	1	1	9	8
L1FLnI_2p24.1aa	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p24.1b	0	1	0	0	0	1	0	2	2	0
L1FLnI_2p24.1ba	0	0	2	0	4	1	1	1	0	1
L1FLnI_2p24.1c	0	3	1	0	4	3	2	0	4	1
L1FLnI_2p24.1d	0	1	0	1	2	3	4	6	6	10
L1FLnI_2p24.1e	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p24.1f	0	0	0	0	1	0	0	0	0	0
L1FLnI_2p24.1h	0	0	4	4	2	0	0	0	0	0
L1FLnI_2p24.1i	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p24.1k	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p24.1l	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p24.1m	0	0	0	0	0	0	0	0	0	0
L1FLnI_2p24.1o	0	0	0	0	0	0	0	0	0	0
