"Calu3_mock3" "Calu3_mock2" "Calu3_mock1" "Calu3_SARSCoV2_3" "Calu3_SARSCoV2_2" "Calu3_SARSCoV2_1" "SRR1942929" "SRR1942934" "SRR1942956" "SRR1942957" "SRR1942960" "SRR1942961" "SRR1942989" "SRR1942990"
"ERVLB4_4q31.3c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q32.1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q32.1b" 0 0 2 0 0 0 1 3 1 4 3 2 0 1
"ERVLB4_4q32.1c" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ERVLB4_4q32.1d" 0 0 0 0 0 0 0 1 0 0 1 0 0 0
"ERVLB4_4q32.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q32.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q32.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q32.3c" 0 0 0 3 0 3 1 1 2 5 0 1 0 0
"ERVLB4_4q33" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q34.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q34.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q34.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q34.3c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q34.3d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q34.3e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q34.3f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_4q35.2a" 0 0 0 0 0 1 0 0 0 1 0 0 1 3
"ERVLB4_4q35.2b" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ERVLB4_5p12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p13.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p13.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p13.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p13.3b" 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p13.3c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p13.3d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.1c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.1d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.1e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.1f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.1g" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.1h" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.1i" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.2a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.2b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.2c" 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ERVLB4_5p14.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.3c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.3d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.3e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p14.3f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p15.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p15.2a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p15.2b" 0 0 0 1 4 0 0 1 2 0 1 1 2 0
"ERVLB4_5p15.31" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5p15.33a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q11.2a" 0 0 0 3 1 3 6 3 1 3 2 0 5 5
"ERVLB4_5q11.2b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q12.1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ERVLB4_5q12.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q12.1c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q12.2a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q12.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q12.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q13.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q13.3a" 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ERVLB4_5q13.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q14.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q14.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q14.3d" 0 0 0 0 1 0 0 0 0 1 1 1 1 0
"ERVLB4_5q14.3e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q14.3f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q21.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q21.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q21.3a" 0 0 0 0 0 0 1 0 0 1 0 0 1 0
"ERVLB4_5q21.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q22.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q23.1" 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"ERVLB4_5q23.2a" 0 0 0 0 0 1 0 1 0 0 0 2 1 1
"ERVLB4_5q23.2b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q23.2c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q23.2d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q23.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q31.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q34a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q34b" 0 0 2 0 0 0 1 3 0 0 0 1 0 0
"ERVLB4_5q34c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q34d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_5q35.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6p21.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6p21.33a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6p21.33b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6p21.33c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6p22.1a" 0 0 0 0 1 1 0 0 0 0 1 0 0 1
"ERVLB4_6p22.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6p22.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6p22.3b" 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"ERVLB4_6p23" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6p24.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6p24.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6p25.3" 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ERVLB4_6q12a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q12b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q12c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q12d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q14.1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ERVLB4_6q14.1b" 0 0 0 0 0 0 0 0 0 0 1 0 0 1
"ERVLB4_6q14.1c" 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"ERVLB4_6q14.1d" 0 0 0 0 0 0 1 1 1 1 3 0 0 0
"ERVLB4_6q14.1e" 0 1 1 0 0 0 7 6 1 2 3 0 0 1
"ERVLB4_6q14.2" 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"ERVLB4_6q14.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q15a" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ERVLB4_6q15b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q15c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q16.1a" 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ERVLB4_6q16.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q16.1c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q16.1d" 0 5 9 6 2 4 11 16 4 2 8 9 1 2
"ERVLB4_6q21a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q21b" 0 1 7 2 1 2 8 13 5 3 3 5 1 0
"ERVLB4_6q21c" 0 1 0 0 0 0 1 1 3 1 0 0 1 1
"ERVLB4_6q22.31a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q22.31b" 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ERVLB4_6q22.31c" 0 0 0 0 0 0 2 0 2 1 1 1 0 0
"ERVLB4_6q23.2a" 2 1 0 0 0 0 2 1 1 2 0 0 1 1
"ERVLB4_6q23.2b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q23.2c" 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q23.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q24.1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q24.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q24.1c" 0 0 0 0 0 0 0 2 0 1 0 2 0 0
"ERVLB4_6q24.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q24.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q25.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q25.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q27a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q27b" 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q27c" 0 0 0 5 0 0 0 1 2 1 0 0 0 1
"ERVLB4_6q27d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_6q27e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p12.1a" 0 0 0 0 0 0 0 0 1 0 0 1 0 0
"ERVLB4_7p12.1b" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ERVLB4_7p12.1c" 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ERVLB4_7p12.1d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p12.1e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p12.1f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p12.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p12.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p12.3b" 0 0 0 0 0 0 3 0 1 0 1 1 0 0
"ERVLB4_7p12.3c" 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"ERVLB4_7p12.3d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p12.3e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p12.3f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p14.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p15.3" 0 0 0 0 0 0 0 0 0 1 0 0 0 1
"ERVLB4_7p21.1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"ERVLB4_7p21.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p21.2a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p21.2b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p21.2c" 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ERVLB4_7p21.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p21.3c" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ERVLB4_7p21.3d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7p22.1" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ERVLB4_7q11.22a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q21.11a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q21.11b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q21.11c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q21.11e" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ERVLB4_7q21.13a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q21.13b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q21.13c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q21.13d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q21.3a" 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"ERVLB4_7q21.3b" 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q22.1a" 0 0 2 0 0 1 0 2 2 2 1 0 2 6
"ERVLB4_7q22.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q22.3" 0 1 2 4 1 0 4 2 1 2 0 1 1 1
"ERVLB4_7q31.1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q31.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q31.1c" 0 0 0 0 0 0 3 0 4 1 1 4 0 0
"ERVLB4_7q31.31a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q31.31b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q31.31c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q31.31d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q31.32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q31.33a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q33" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q34a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q34b" 0 0 0 1 1 4 0 1 0 0 0 0 0 4
"ERVLB4_7q34c" 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ERVLB4_7q36.1a" 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ERVLB4_7q36.1b" 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ERVLB4_7q36.3a" 0 4 10 7 1 5 20 21 13 12 11 8 7 6
"ERVLB4_7q36.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_7q36.3c" 0 0 2 4 0 1 0 2 1 0 1 1 2 0
"ERVLB4_8p11.21a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p11.21b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p11.22a" 1 3 2 3 10 3 38 66 18 24 50 40 20 29
"ERVLB4_8p11.22b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p11.23a" 0 0 0 0 0 0 0 0 0 0 0 0 3 1
"ERVLB4_8p11.23b" 2 9 25 7 9 6 21 24 9 14 20 14 7 12
"ERVLB4_8p12a" 0 0 0 0 0 0 0 1 0 0 0 0 1 1
"ERVLB4_8p12b" 0 0 0 0 0 0 0 1 3 0 1 0 1 0
"ERVLB4_8p12c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p12d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p12e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p12f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p21.1a" 0 0 1 0 0 1 4 7 1 2 6 8 1 3
"ERVLB4_8p21.1b" 1 0 3 1 0 0 12 6 2 2 9 5 2 0
"ERVLB4_8p21.1c" 0 2 0 2 0 0 4 2 2 0 0 3 7 6
"ERVLB4_8p21.3a" 0 0 6 13 1 9 17 21 31 31 23 19 36 57
"ERVLB4_8p21.3b" 0 0 4 3 3 6 0 5 1 2 3 2 1 2
"ERVLB4_8p22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p23.1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p23.1b" 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ERVLB4_8p23.1c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p23.1d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p23.1e" 0 0 0 0 0 0 6 0 1 1 2 0 0 0
"ERVLB4_8p23.1f" 0 0 0 1 0 0 2 0 0 0 0 0 0 0
"ERVLB4_8p23.1g" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p23.1h" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p23.1i" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p23.1j" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ERVLB4_8p23.1k" 0 0 0 5 0 1 0 0 2 0 0 0 0 0
"ERVLB4_8p23.1l" 0 0 0 0 0 0 0 0 0 0 0 4 0 0
"ERVLB4_8p23.1m" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p23.1n" 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ERVLB4_8p23.1o" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p23.2b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p23.2c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8p23.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q11.21a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q11.21b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q11.21c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q11.21d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q11.21e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q11.21f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q12.1a" 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ERVLB4_8q12.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q12.1c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q12.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q12.3b" 0 0 0 0 0 0 0 0 0 1 0 0 1 0
"ERVLB4_8q12.3c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q13.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q13.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q13.3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q21.11a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q21.11b" 0 0 0 0 0 0 0 1 1 1 1 0 1 1
"ERVLB4_8q21.13a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q21.13b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q21.13c" 0 0 0 2 7 2 1 0 2 4 2 1 0 4
"ERVLB4_8q21.13d" 0 0 5 8 3 1 5 4 5 4 0 0 2 2
"ERVLB4_8q21.13e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q21.13f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q21.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q21.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q21.3c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q22.1" 0 0 0 1 0 0 1 5 1 0 2 1 1 1
"ERVLB4_8q22.3" 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ERVLB4_8q23.1a" 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ERVLB4_8q23.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q23.1c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q23.1d" 0 1 0 2 0 1 4 1 5 3 4 1 3 1
"ERVLB4_8q23.1e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q23.2a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q23.2b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q23.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q23.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q23.3c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q23.3d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q24.13a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q24.13b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q24.23" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q24.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q24.3b" 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ERVLB4_8q24.3c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_8q24.3d" 77 157 409 201 88 171 784 947 216 236 748 511 156 166
"ERVLB4_9p12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9p13.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9p13.3" 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ERVLB4_9p21.1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9p21.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9p21.3a" 0 0 0 0 0 0 0 0 2 1 0 0 3 7
"ERVLB4_9p21.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9p21.3c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9p22.2" 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"ERVLB4_9p23a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9p23b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9p23c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9p23d" 0 0 0 0 0 0 1 2 0 0 2 1 0 0
"ERVLB4_9p24.1a" 0 0 0 0 0 1 0 1 0 2 1 0 1 0
"ERVLB4_9p24.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q13a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q13b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q21.11a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q21.11b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q21.13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q21.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q21.33a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q21.33b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q22.2b" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ERVLB4_9q22.2c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q22.31a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q22.31b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q22.31c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q22.31d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q22.31e" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q22.32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q22.33a" 0 0 0 1 0 0 0 2 0 1 0 0 1 0
"ERVLB4_9q22.33b" 27 35 124 49 20 46 228 325 82 93 212 169 25 45
"ERVLB4_9q22.33c" 0 0 0 0 0 0 1 1 0 1 2 1 0 0
"ERVLB4_9q22.33d" 0 0 0 0 0 0 1 0 0 0 1 0 0 0
"ERVLB4_9q22.33e" 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ERVLB4_9q31.2" 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"ERVLB4_9q31.3" 0 0 0 0 1 3 2 0 0 0 0 0 2 5
"ERVLB4_9q33.1a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q33.1b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q33.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q33.3a" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ERVLB4_9q33.3b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVLB4_9q33.3c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
